Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,54.0,8.153,0.7794,0.6071,6.8785
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,17.0,8.2305,0.7811,0.613,6.9778
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,30.0,8.1608,0.7808,0.6091,6.8501
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,1.0,123,99.0,7.9346,0.7782,0.5813,6.6247
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.3,123,30.0,8.1546,0.7802,0.5937,6.865
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,20.0,123,46.0,8.1407,0.7784,0.6049,6.8202
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,42,20.0,8.1995,0.776,0.6199,6.9254
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,19.0,8.2255,0.7755,0.6325,6.8986
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,2.0,42,129.0,7.805,0.7724,0.6053,6.5347
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,15.0,8.2131,0.7841,0.6124,6.9693
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,43.0,8.1652,0.7844,0.5841,6.919
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.1,42,32.0,8.1609,0.7773,0.6338,6.866
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,0.9,123,25.0,8.2415,0.782,0.5997,6.9119
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,7.0,2025,127.0,7.8144,0.773,0.62,6.4971
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,42,41.0,8.1389,0.7831,0.607,6.8838
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,200.0,7.6662,0.7697,0.6174,6.3872
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,110.0,7.8529,0.7737,0.6218,6.5175
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.5,42,100.0,7.9531,0.7771,0.6039,6.693
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,42,20.0,8.1643,0.7815,0.6259,6.8933
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,5.0,2025,194.0,7.7018,0.7757,0.615,6.3941
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,1.0,2025,131.0,7.904,0.7778,0.6042,6.6139
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,15.0,42,173.0,7.7026,0.7712,0.6115,6.4096
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,3.0,2025,37.0,8.1567,0.7825,0.6283,6.8751
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,0.5,2025,25.0,8.2019,0.7846,0.6239,6.9262
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,48.0,8.2019,0.7875,0.6099,6.9567
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,2.0,123,30.0,8.1507,0.78,0.6044,6.8581
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,156.0,7.731,0.7738,0.6094,6.4635
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,165.0,7.7303,0.7693,0.6195,6.4355
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,5.0,42,152.0,7.7259,0.7738,0.6078,6.4514
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.7,42,65.0,8.0546,0.7774,0.6138,6.7882
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,79.0,8.1076,0.7797,0.5837,6.8001
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,50.0,8.1508,0.7806,0.6143,6.8301
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.5,123,83.0,7.9821,0.7798,0.584,6.6741
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,92.0,8.0401,0.7778,0.6048,6.7643
